"QID","Const","Ceremony","SubmissionCountry","SubmissionTitle","Languages","Directors","Result","Result2","Your.Rating","Date.Rated","Title","Original.Title","Title.Type","IMDb.Rating","Runtime","Year","Num.Votes","Seen"
"Q7734608","tt0138101","39-1967","Israel","The Flying Matchmaker","Hebrew","Israel Becker","Not nominated","E",NA,"","Two Kuni Lemel","Shnei Kuni Leml","Movie",6.7,120,1966,58,"No"
"Q3223875","tt0324357","39-1967","Japan","Koto","Japanese","Tomotaka Tasaka","Not nominated","E",NA,"","Umi no koto","Umi no koto","Movie",7.5,130,1966,38,"No"
"Q4922165","tt0236843","39-1967","Mexico","Black Wind","Spanish","Servando González","Not nominated","E",NA,"","Viento negro","Viento negro","Movie",7.9,127,1965,312,"No"
"Q7386837","tt0059634","39-1967","Romania","The Uprising","Romanian","Mircea Mureșan","Not nominated","E",NA,"","Rascoala","Rascoala","Movie",7.1,100,1966,190,"No"
"Q7322982","tt0389341","39-1967","South Korea","Rice","Korean","Shin Sang-ok","Not nominated","E",NA,"","Sal","Sal","Movie",6.2,124,1963,16,"No"
"Q695255","tt0060827","39-1967","Sweden","Persona","Swedish","Ingmar Bergman","Not nominated","E",10,"2023-09-18","Persona","Persona","Movie",8.1,83,1967,131737,"Yes"
"Q7764245","tt0185686","39-1967","Taiwan","The Silent Wife","Mandarin","Hsing Lee","Not nominated","E",NA,"","Ya nu qing xin","Ya nu qing xin","Movie",6.2,96,1965,20,"No"
"Q551477","tt0060574","39-1967","West Germany","Young Törless","German","Volker Schlöndorff","Not nominated","E",7,"2024-04-16","Young Törless","Der junge Törless","Movie",7.3,87,1968,2684,"Yes"
"Q738526","tt0060802","40-1968","Czechoslovakia","Closely Watched Trains","Czech, German","Jiří Menzel","Won Academy Award","A",8,"2023-08-29","Closely Watched Trains","Ostrzhe sledované vlaky","Movie",7.6,92,1966,13938,"Yes"
"Q1633007","tt0062452","40-1968","France","Live for Life","French","Claude Lelouch","Nominated","B",NA,"","Live for Life","Vivre pour vivre","Movie",6.4,130,1967,674,"No"
"Q1458055","tt0061471","40-1968","Japan","Portrait of Chieko","Japanese","Noboru Nakamura","Nominated","B",NA,"","Portrait of Chieko","Chieko-sho","Movie",7.4,125,1967,76,"No"
"Q1632952","tt0061350","40-1968","Spain","El Amor Brujo","Spanish","Francisco Rovira Beleta","Nominated","B",NA,"","Bewitched Love","El amor brujo","Movie",6.6,103,1967,199,"No"
"Q241726","tt0062277","40-1968","Yugoslavia","I Even Met Happy Gypsies","Romani, Serbo-Croatian","Aleksandar Petrović","Nominated","B",NA,"","I Even Met Happy Gypsies","Skupljaci perja","Movie",7.7,94,1967,2629,"No"
"Q1197125","tt0061605","40-1968","Belgium","Le départ","French","Jerzy Skolimowski","Not nominated","E",NA,"","The Departure","Le départ","Movie",6.4,93,1967,1092,"No"
"Q5048354","tt0139927","40-1968","Brazil","Case of the Naves Brothers","Brazilian Portuguese","Luis Sérgio Person","Not nominated","E",NA,"","Case of the Naves Brothers","O Caso dos Irmãos Naves","Movie",8.2,92,1967,520,"No"
"Q4353276","tt0060299","40-1968","Denmark","Once There Was a War","Danish","Palle Kjærulff-Schmidt","Not nominated","E",NA,"","Once Upon a War","Der var engang en krig","Movie",7,95,1966,126,"No"
"Q773110","tt0060116","40-1968","Hungary","Father","Hungarian","István Szabó","Not nominated","E",NA,"","Father","Apa","Movie",7.5,88,1966,1090,"No"
"Q4661345","tt0140784","40-1968","India","The Last Letter","Hindi","Chetan Anand","Not nominated","E",NA,"","Aakhri Khat","Aakhri Khat","Movie",7.4,153,1966,156,"No"
"Q3207351","tt0061483","40-1968","Italy","China Is Near","Italian","Marco Bellocchio","Not nominated","E",NA,"","China Is Near","La Cina è vicina","Movie",6.8,107,1967,455,"No"
"Q7712400","tt0294268","40-1968","Mexico","The Adolescents","Spanish","Abel Salazar","Not nominated","E",NA,"","Los adolescentes","Los adolescentes","Movie",NA,100,1967,0,"No"
"Q7045002","tt0061622","40-1968","Peru","No Stars in the Jungle","En la selva no hay estrellas","Armando Robles Godoy","Not nominated","E",NA,"","No Stars in the Jungle","En la selva no hay estrellas","Movie",7.5,90,1967,101,"No"
"Q4878507","tt0294494","40-1968","Philippines","Because of a Flower","Tagalog","Luis Nepomuceno","Not nominated","E",NA,"","Dahil sa isang bulaklak","Dahil sa isang bulaklak","Movie",7.8,100,1967,23,"No"
"Q5736773","tt0060529","40-1968","Sweden","Here's Your Life","Swedish","Jan Troell","Not nominated","E",NA,"","Here Is Your Life","Här har du ditt liv","Movie",7.3,110,1966,1253,"No"
"Q139577","tt0062408","40-1968","West Germany","Tattoo","German","Johannes Schaaf","Not nominated","E",NA,"","Tätowierung","Tätowierung","Movie",6.8,86,1967,109,"No"
"Q845176","tt0063794","41-1969","Soviet Union","War and Peace","Russian","Sergei Bondarchuk","Won Academy Award","A",9,"2023-08-25","War and Peace","Voyna i mir","Movie",8.3,393,1968,8407,"Yes"
"Q1193389","tt0061781","41-1969","Czechoslovakia","The Firemen's Ball","Czech","Miloš Forman","Nominated","B",NA,"","The Firemen's Ball","Horzhí, má panenko","Movie",7.4,73,1967,12295,"No"
"Q324933","tt0062695","41-1969","France","Stolen Kisses","French","François Truffaut","Nominated","B",NA,"","Stolen Kisses","Baisers volés","Movie",7.5,91,1968,15200,"No"
"Q1475800","tt0062164","41-1969","Hungary","The Boys of Paul Street","Hungarian","Zoltán Fábri","Nominated","B",NA,"","The Boys of Paul Street","A Pál-utcai fiúk","Movie",7.8,110,1968,3318,"No"
"Q1582892","tt0063485","41-1969","Italy","The Girl with the Pistol","Italian","Mario Monicelli","Nominated","B",NA,"","The Girl with a Pistol","La ragazza con la pistola","Movie",6.6,103,1968,1749,"No"
"Q7713611","tt0189351","41-1969","Brazil","The Amorous Ones","Brazilian Portuguese","Walter Hugo Khouri","Not nominated","E",NA,"","As Amorosas","As Amorosas","Movie",7.4,100,1968,112,"No"
"Q12326643","tt0062020","41-1969","Denmark","People Meet and Sweet Music Fills the Heart","Danish","Henning Carlsen","Not nominated","E",NA,"","People Meet and Sweet Music Fills the Heart","Människor möts och ljuv musik uppstår i hjärtat","Movie",5.4,95,1967,87,"No"
"Q6006999","tt0135468","41-1969","Greece","Imperiale","Greek","Giorgos Skalenakis","Not nominated","E",NA,"","Vyzantini rapsodia","Vyzantini rapsodia","Movie",5.8,90,1968,27,"No"
"Q6737775","tt0139447","41-1969","India","Elder Sister","Hindi","Hrishikesh Mukherjee","Not nominated","E",NA,"","Majhli Didi","Majhli Didi","Movie",8,136,1967,119,"No"
"Q5417437","tt0062947","41-1969","Israel","Every Bastard a King","Hebrew","Uri Zohar","Not nominated","E",NA,"","Every Bastard a King","Kol Mamzer Melech","Movie",6.8,100,1968,71,"No"
"Q1083370","tt0062798","41-1969","Japan","Tunnel to the Sun","Japanese","Kei Kumai","Not nominated","E",NA,"","The Sands of Kurobe","Kurobe no taiyo","Movie",6.7,196,1968,124,"No"
"Q6789801","tt0062529","41-1969","Poland","Matthew's Days","Polish","Witold Leszczyński","Not nominated","E",NA,"","Zywot Mateusza","Zywot Mateusza","Movie",7.1,80,1968,496,"No"
"Q3821840","tt0062814","41-1969","Romania","The Column","Romanian","Mircea Drăgan","Not nominated","E",NA,"","Columna","Columna","Movie",7.7,133,1968,766,"No"
"Q5263695","tt0321571","41-1969","South Korea","Descendants of Cain","Korean","Yu Hyun-mok","Not nominated","E",NA,"","Descendants of Cain","Cainui huye","Movie",6.7,107,1968,13,"No"
"Q7572859","tt0062941","41-1969","Spain","Spain Again","Spanish","Jaime Camino","Not nominated","E",NA,"","España otra vez","España otra vez","Movie",6.2,108,1968,138,"No"
"Q784465","tt0063611","41-1969","Sweden","Shame","Swedish","Ingmar Bergman","Not nominated","E",NA,"","Shame","Skammen","Movie",8,103,1968,15119,"No"
"Q573953","tt0062679","41-1969","West Germany","Artists Under the Big Top: Perplexed","German","Alexander Kluge","Not nominated","E",NA,"","Artists Under the Big Top: Perplexed","Die Artisten in der Zirkuskuppel: ratlos","Movie",6.5,103,1968,464,"No"
"Q3028211","tt0124294","41-1969","Yugoslavia","It Rains in My Village","Serbo-Croatian","Aleksandar Petrović","Not nominated","E",NA,"","It Rains in My Village","Bice skoro propast sveta","Movie",7.2,84,1968,689,"No"
"Q136605","tt0065234","42-1970","Algeria","Z","French, Russian, English","Costa-Gavras","Won Academy Award","A",7,"2022-10-11","Z","Z","Movie",8.2,127,1969,31534,"Yes"
"Q542527","tt0064612","42-1970","France","My Night at Maud's","French","Éric Rohmer","Nominated","B",NA,"","My Night at Maud's","Ma nuit chez Maud","Movie",7.8,105,1969,14671,"No"
"Q1211800","tt0062757","42-1970","Soviet Union","The Brothers Karamazov","Russian","Kirill Lavrov, Ivan Pyryev and Mikhail Ulyanov","Nominated","B",NA,"","The Brothers Karamazov","Bratya Karamazovy","Movie",7.7,232,1969,954,"No"
"Q1633378","tt0065261","42-1970","Sweden","Ådalen 31","Swedish","Bo Widerberg","Nominated","B",NA,"","Adalen 31","Ådalen 31","Movie",7.1,115,1969,1763,"No"
"Q510641","tt0064091","42-1970","Yugoslavia","Battle of Neretva","Serbo-Croatian","Veljko Bulajić","Nominated","B",NA,"","The Battle of Neretva","Bitka na Neretvi","Movie",7,105,1969,4082,"No"
"Q17041577","tt0290009","42-1970","Austria","Moss on the Stones","German","Georg Lhotsky","Not nominated","E",NA,"","Moos auf den Steinen","Moos auf den Steinen","Movie",6.9,82,1968,40,"No"
"Q532327","tt0222257","42-1970","Belgium","Palaver","Swahili, Dutch, French, English, German, Latin","Emile Degelin","Not nominated","E",NA,"","Palaver","Palaver","Movie",7.2,78,1970,53,"No"
"Q2435697","tt0064256","42-1970","Brazil","Antonio das Mortes","Brazilian Portuguese","Glauber Rocha","Not nominated","E",NA,"","Antonio das Mortes","O Dragão da Maldade contra o Santo Guerreiro","Movie",7,99,1969,2320,"No"
"Q3178853","tt0063633","42-1970","Czechoslovakia","The Cremator","Czech, Hebrew","Juraj Herz","Not nominated","E",9,"2023-10-26","The Cremator","Spalovac mrtvol","Movie",8,95,1969,10938,"Yes"
"Q4851332","tt0064062","42-1970","Denmark","Ballad of Carl-Henning","Danish","Lene Grønlykke and Sven Grønlykke","Not nominated","E",NA,"","Balladen om Carl-Henning","Balladen om Carl-Henning","Movie",6.4,85,1969,115,"No"
"Q5564700","tt0135512","42-1970","Greece","Girls in the Sun","Greek","Vasilis Georgiadis","Not nominated","E",NA,"","Koritsia ston ilio","Koritsia ston ilio","Movie",7,80,1968,638,"No"
"Q7714162","tt0074151","42-1970","Hong Kong","The Arch","Mandarin","Tang Shu Shuen","Not nominated","E",NA,"","The Arch","Dong fu ren","Movie",7.2,94,1968,251,"No"
"Q3211637","tt0062963","42-1970","Hungary","The Upthrown Stone","Hungarian","Sándor Sára","Not nominated","E",NA,"","Feldobott kö","Feldobott kö","Movie",6.9,91,1969,230,"No"
"Q5252603","tt1437598","42-1970","India","Deiva Magan","Tamil","A. C. Tirulokchandar","Not nominated","E",NA,"","Deiva Magan","Deiva Magan","Movie",8,166,1969,158,"No"
"Q6792074","tt0141591","42-1970","Israel","Siege/Matzor","Hebrew","Gilberto Tofano","Not nominated","E",NA,"","Siege","Matzor","Movie",7.6,100,1969,118,"No"
"Q18416","tt0064940","42-1970","Italy","Fellini Satyricon","Italian, Latin","Federico Fellini","Not nominated","E",NA,"","Fellini Satyricon","Fellini - Satyricon","Movie",6.8,129,1969,17266,"No"
"Q2273780","tt0063173","42-1970","Japan","Kuragejima, Legends From a Southern Island","Japanese","Shōhei Imamura","Not nominated","E",NA,"","Profound Desires of the Gods","Kamigami no fukaki yokubô","Movie",7.5,173,1968,1958,"No"
"Q2049763","tt0064686","42-1970","Netherlands","Monsieur Hawarden","Dutch","Harry Kümel","Not nominated","E",NA,"","Monsieur Hawarden","Monsieur Hawarden","Movie",6.9,109,1968,198,"No"
"Q7738216","tt0065798","42-1970","Peru","The Green Wall","Spanish","Armando Robles Godoy","Not nominated","E",NA,"","The Green Wall","La muralla verde","Movie",7.2,110,1969,305,"No"
"Q688925","tt0065226","42-1970","Poland","Everything for Sale","Polish","Andrzej Wajda","Not nominated","E",NA,"","Everything for Sale","Wszystko na sprzedaz","Movie",6.8,105,1969,865,"No"
"Q2888612","tt0062641","42-1970","Romania","A Woman for a Season","Romanian","Gheorghe Vitanidis","Not nominated","E",NA,"","Rautaciosul adolescent","Rautaciosul adolescent","Movie",7.4,105,1969,72,"No"
"Q7754859","tt0191092","42-1970","South Korea","The Old Craftsman of Jar","Korean","Choi Ha-won","Not nominated","E",NA,"","The Old Jar Craftsman","Dokjitneun neulgeuni","Movie",6.2,95,1969,38,"No"
"Q7773449","tt0064142","42-1970","Spain","La Celestina","Spanish","César Fernández Ardavín","Not nominated","E",NA,"","La Celestina","La Celestina","Movie",8.4,123,1969,108,"No"
"Q948467","tt0064507","42-1970","West Germany","Hunting Scenes from Bavaria","German","Peter Fleischmann","Not nominated","E",NA,"","Hunting Scenes from Bavaria","Jagdszenen aus Niederbayern","Movie",7.3,88,1969,763,"No"
"Q1299410","tt0065889","43-1971","Italy","Investigation of a Citizen Above Suspicion","Italian","Elio Petri","Won Academy Award","A",9,"2023-09-08","Investigation of a Citizen Above Suspicion","Indagine su un cittadino al di sopra di ogni sospetto","Movie",8,115,1970,13499,"Yes"
"Q1633818","tt0066198","43-1971","Belgium","Paix sur les champs","French","Jacques Boigelot","Nominated","B",NA,"","Peace Over the Fields","Paix sur les champs","Movie",7.5,91,1970,194,"No"
"Q1174334","tt0065838","43-1971","France","Hoa-Binh","Vietnamese, French, English, Cantonese","Raoul Coutard","Nominated","B",NA,"","Hoa Binh","Hoa-Binh","Movie",7.3,93,1970,252,"No"
"Q1321880","tt0066491","43-1971","Spain","Tristana","Spanish","Luis Buñuel","Nominated","B",NA,"","Tristana","Tristana","Movie",7.4,99,1970,12898,"No"
"Q327855","tt0065703","43-1971","Switzerland","First Love","French, German","Maximilian Schell","Nominated","B",NA,"","First Love","Erste Liebe","Movie",6.4,90,1970,402,"No"
"Q6914385","tt0188131","43-1971","Brazil","Mortal Sin","Brazilian Portuguese","Miguel Faria Jr.","Not nominated","E",NA,"","Pecado Mortal","Pecado Mortal","Movie",5.5,70,1970,45,"No"
"Q4761803","tt0128930","43-1971","Denmark","Re.: Lone","Danish","Franz Ernst","Not nominated","E",NA,"","Re: Lone","Ang.: Lone","Movie",5.6,97,1970,87,"No"
"Q2527271","tt0064703","43-1971","Egypt","The Night of Counting the Years","Classical Arabic","Shadi Abdel Salam","Not nominated","E",NA,"","The Mummy","Al-mummia","Movie",7.7,102,1969,1889,"No"
"Q1297551","tt0066429","43-1971","Hungary","Lovefilm","Hungarian","István Szabó","Not nominated","E",NA,"","Lovefilm","Szerelmesfilm","Movie",7.7,123,1970,873,"No"
"Q2928298","tt0065503","43-1971","Japan","The Scandalous Adventures of Buraikan","Japanese","Masahiro Shinoda","Not nominated","E",NA,"","The Scandalous Adventures of Buraikan","Buraikan","Movie",6.8,104,1970,273,"No"
"Q7405996","tt0066323","43-1971","Poland","The Taste of Black Earth","Polish","Kazimierz Kutz","Not nominated","E",NA,"","Salt of the Black Earth","Sól ziemi czarnej","Movie",7,99,1970,337,"No"
"Q735047","tt0065955","43-1971","Sweden","A Swedish Love Story","Swedish","Roy Andersson","Not nominated","E",NA,"","A Love Story","En kärlekshistoria","Movie",7.3,115,1970,7596,"No"
"Q878013","tt0066171","43-1971","West Germany","o.k.","German","Michael Verhoeven","Not nominated","E",NA,"","O.K.","O.K.","Movie",7.1,80,1970,206,"No"
"Q683014","tt0065777","44-1972","Italy","The Garden of the Finzi-Continis","Italian","Vittorio De Sica","Won Academy Award","A",9,"2023-09-06","The Garden of the Finzi-Continis","Il giardino dei Finzi Contini","Movie",7.3,94,1971,7787,"Yes"
"Q1634401","tt0066374","44-1972","Israel","The Policeman","Hebrew","Ephraim Kishon","Nominated","B",NA,"","The Policeman","Ha-Shoter Azulai","Movie",7.4,87,1971,820,"No"
"Q1634355","tt0065649","44-1972","Japan","Dodes'ka-den","Japanese","Akira Kurosawa","Nominated","B",NA,"","Dodes'ka-den","Dodesukaden","Movie",7.3,140,1970,7684,"No"
"Q1634319","tt0065127","44-1972","Soviet Union","Tchaikovsky","Russian","Igor Talankin","Nominated","B",NA,"","Tchaikovsky","Tchaikovsky","Movie",6.3,157,1970,490,"No"
"Q564802","tt0067919","44-1972","Sweden","The Emigrants","Swedish","Jan Troell","Nominated","B",NA,"","The Emigrants","Utvandrarna","Movie",8,151,1971,7521,"No"
"Q7237191","tt0188157","44-1972","Brazil","Pra Quem Fica, Tchau","Brazilian Portuguese","Reginaldo Faria","Not nominated","E",NA,"","Pra Quem Fica, Tchau","Pra Quem Fica, Tchau","Movie",6,90,1971,36,"No"
"Q6902267","tt0222426","44-1972","Bulgaria","Porcupines Are Born Without Bristles","Bulgarian","Dimitar Petrov","Not nominated","E",NA,"","Taralezhite se razhdat bez bodli","Taralezhite se razhdat bez bodli","Movie",8.7,84,1971,451,"No"
"Q2443599","tt0067439","44-1972","Canada","Mon oncle Antoine","French","Claude Jutra","Not nominated","E",NA,"","My Uncle Antoine","Mon oncle Antoine","Movie",7.4,104,1971,3200,"No"
"Q7751728","tt0067111","44-1972","Denmark","The Missing Clerk","Danish","Gert Fredholm","Not nominated","E",NA,"","The Missing Clerk","Den forsvundne fuldmægtig","Movie",7,102,1971,465,"No"
"Q4660747","tt3281004","44-1972","Egypt","A Woman and a Man","Arabic","Houssam Eddine Mostafa","Not nominated","E",NA,"","A Woman and a Man","Imra'ah wa ragoul","Movie",5.4,90,1971,17,"No"
"Q3424612","tt0063499","44-1972","France","Ramparts of Clay","French, Arabic","Jean-Louis Bertuccelli","Not nominated","E",NA,"","Ramparts of Clay","Remparts d'argile","Movie",6.5,87,1970,132,"No"
"Q909375","tt0067814","44-1972","Hungary","Love","Hungarian","Károly Makk","Not nominated","E",NA,"","Love","Szerelem","Movie",7.9,88,1971,2197,"No"
"Q3635561","tt0067668","44-1972","India","Reshma Aur Shera","Hindi","Sunil Dutt","Not nominated","E",NA,"","Reshma Aur Shera","Reshma Aur Shera","Movie",6.5,158,1971,256,"No"
"Q477782","tt0067866","44-1972","Mexico","El Topo","Spanish","Alejandro Jodorowsky","Not nominated","E",NA,"","El Topo","El Topo","Movie",7.2,125,1970,31590,"No"
"Q2565999","tt0067436","44-1972","Netherlands","Mira","Dutch","Fons Rademakers","Not nominated","E",NA,"","Mira","Mira","Movie",6.2,95,1971,543,"No"
"Q928260","tt0068021","44-1972","Poland","Family Life","Polish","Krzysztof Zanussi","Not nominated","E",NA,"","Zycie rodzinne","Zycie rodzinne","Movie",6.8,88,1971,657,"No"
"Q2348435","tt0066078","44-1972","Romania","The Last Crusade","Romanian","Sergiu Nicolaescu","Not nominated","E",NA,"","Michael the Brave","Mihai Viteazul","Movie",8.5,203,1971,6579,"No"
"Q3295146","tt0067010","44-1972","Spain","Marta","Spanish","José Antonio Nieves Conde","Not nominated","E",NA,"","Marta","Marta","Movie",6.1,96,1971,258,"No"
"Q1170277","tt0063563","44-1972","West Germany","The Castle","German","Rudolf Noelte","Not nominated","E",NA,"","The Castle","Das Schloß","Movie",6.7,93,1968,292,"No"
"Q3397827","tt0179741","44-1972","Yugoslavia","Black Seed","Macedonian","Kiril Cenevski","Not nominated","E",NA,"","Black Seed","Crno seme","Movie",7.5,82,1971,243,"No"
"Q308920","tt0068361","45-1973","France","The Discreet Charm of the Bourgeoisie","French, Spanish","Luis Buñuel","Won Academy Award","A",8,"2021-11-08","The Discreet Charm of the Bourgeoisie","Le charme discret de la bourgeoisie","Movie",7.8,102,1972,47125,"Yes"
"Q1634440","tt0068213","45-1973","Israel","I Love You Rosa","Hebrew","Moshé Mizrahi","Nominated","B",NA,"","I Love You Rosa","Ani Ohev Otach Rosa","Movie",6.4,77,1972,252,"No"
"Q714531","tt0068161","45-1973","Soviet Union","The Dawns Here Are Quiet","Russian, German","Stanislav Rostotsky","Nominated","B",9,"2024-05-15","The Dawns Here Are Quiet","...A zori zdes tikhie","Movie",8.1,188,1972,4810,"Yes"
