"ItemTitle","IMDBid","Rating","Rated.Date"
"The Legend of Bagger Vance","tt0146984","6","Rated on 30 May 2022"
"The Good Shepherd","tt0343737","5","Rated on 30 May 2022"
"Analyze This","tt0122933","6","Rated on 30 May 2022"
"Sweet November","tt0230838","6","Rated on 30 May 2022"
"White Oleander","tt0283139","7","Rated on 30 May 2022"
"Pay It Forward","tt0223897","6","Rated on 30 May 2022"
"Finding Forrester","tt0181536","6","Rated on 30 May 2022"
"Searching for Bobby Fischer","tt0108065","6","Rated on 30 May 2022"
"Beethoven's 2nd","tt0106375","3","Rated on 30 May 2022"
"The Last of the Mohicans","tt0104691","7","Rated on 30 May 2022"
"Under Siege","tt0105690","6","Rated on 30 May 2022"
"The Rock","tt0117500","5","Rated on 30 May 2022"
"Con Air","tt0118880","5","Rated on 30 May 2022"
"Amistad","tt0118607","7","Rated on 30 May 2022"
"The Triplets of Belleville","tt0286244","7","Rated on 30 May 2022"
"The Sea Inside","tt0369702","8","Rated on 30 May 2022"
"The Passion of the Christ","tt0335345","6","Rated on 30 May 2022"
"House of Flying Daggers","tt0385004","7","Rated on 30 May 2022"
"Gone Baby Gone","tt0452623","6","Rated on 30 May 2022"
"Sicko","tt0386032","7","Rated on 30 May 2022"
"August Rush","tt0426931","6","Rated on 30 May 2022"
"The Kite Runner","tt0419887","7","Rated on 30 May 2022"
"The Squid and the Whale","tt0367089","6","Rated on 30 May 2022"
"North Country","tt0395972","6","Rated on 30 May 2022"
"Transamerica","tt0407265","6","Rated on 30 May 2022"
"The Natural","tt0087781","6","Rated on 30 May 2022"
"The Sessions","tt1866249","7","Rated on 30 May 2022"
"Nine","tt0875034","2","Rated on 30 May 2022"
"All the Money in the World","tt5294550","5","Rated on 30 May 2022"
"Before Sunset","tt0381681","6","Rated on 30 May 2022"
"Pieces of April","tt0311648","6","Rated on 30 May 2022"
"The Last Samurai","tt0325710","5","Rated on 30 May 2022"
"In America","tt0298845","8","Rated on 30 May 2022"
"Scent of a Woman","tt0105323","9","Rated on 30 May 2022"
"Blue Velvet","tt0090756","6","Rated on 30 May 2022"
"The Revenant","tt1663202","7","Rated on 30 May 2022"
"The Other Side of the Wind","tt0069049","5","Rated on 29 May 2022"
"The Deer Hunter","tt0077416","7","Rated on 29 May 2022"
"Hacksaw Ridge","tt2119532","7","Rated on 29 May 2022"
"Pain and Glory","tt8291806","8","Rated on 29 May 2022"
"Speedy","tt0019412","7","Rated on 27 May 2022"
"Two Arabian Knights","tt0018515","7","Rated on 26 May 2022"
"In Cold Blood","tt0061809","8","Rated on 26 May 2022"
"Ford v Ferrari","tt1950186","7","Rated on 26 May 2022"
"Bix: 'Ain't None of Them Play Like Him Yet'","tt0149896","6","Rated on 26 May 2022"
"Top Gun: Maverick","tt1745960","9","Rated on 25 May 2022"
"The Trial of the Chicago 7","tt1070874","6","Rated on 24 May 2022"
"The Savages","tt0775529","6","Rated on 24 May 2022"
"True Grit","tt1403865","6","Rated on 24 May 2022"
"Maleficent: Mistress of Evil","tt4777008","5","Rated on 24 May 2022"
"Phantom Thread","tt5776858","7","Rated on 24 May 2022"
"Hell or High Water","tt2582782","6","Rated on 24 May 2022"
"Bad Girl","tt0021635","4","Rated on 24 May 2022"
"Joker","tt7286456","5","Rated on 24 May 2022"
"Wordplay","tt0492506","6","Rated on 23 May 2022"
"Freedom Writers","tt0463998","7","Rated on 23 May 2022"
"The Man with the Golden Arm","tt0048347","6","Rated on 23 May 2022"
"How Green Was My Valley","tt0033729","7","Rated on 23 May 2022"
"Nebraska","tt1821549","6","Rated on 23 May 2022"
"Flight","tt1907668","6","Rated on 23 May 2022"
"Into the Woods","tt2180411","5","Rated on 23 May 2022"
"The Abyss","tt0096754","7","Rated on 23 May 2022"
"Black Narcissus","tt0039192","6","Rated on 22 May 2022"
"The Umbrellas of Cherbourg","tt0058450","9","Rated on 22 May 2022"
"The Pride of the Yankees","tt0035211","7","Rated on 21 May 2022"
"Mr. Smith Goes to Washington","tt0031679","8","Rated on 21 May 2022"
"Moon Knight","tt10234724","5","Rated on 21 May 2022"
"A Perfect Pairing","tt15215512","4","Rated on 21 May 2022"
"42nd Street","tt0024034","7","Rated on 20 May 2022"
"Peggy Sue Got Married","tt0091738","6","Rated on 20 May 2022"
"Downton Abbey: A New Era","tt11703710","6","Rated on 20 May 2022"
"Better Days","tt9586294","9","Rated on 19 May 2022"
"The Mole Agent","tt11394298","7","Rated on 19 May 2022"
"Still Alice","tt3316960","9","Rated on 18 May 2022"
"Victor/Victoria","tt0084865","6","Rated on 17 May 2022"
"Sign 'o' the Times","tt0093970","8","Rated on 15 May 2022"
"Doctor Strange in the Multiverse of Madness","tt9419884","5","Rated on 14 May 2022"
"Senior Year","tt5315212","2","Rated on 14 May 2022"
"Happening","tt13880104","7","Rated on 14 May 2022"
"This Much I Know to Be True","tt15721828","9","Rated on 12 May 2022"
"Reality Bites","tt0110950","4","Rated on 12 May 2022"
"Turning Red","tt8097030","6","Rated on 10 May 2022"
"Like a Rolling Stone: The Life & Times of Ben Fong-Torres","tt9660510","7","Rated on 10 May 2022"
"The Insider","tt0140352","8","Rated on 09 May 2022"
"Ahed's Knee","tt12494638","6","Rated on 09 May 2022"
"Star Wars: Episode VI - Return of the Jedi","tt0086190","6","Rated on 09 May 2022"
"The Duke","tt11204094","6","Rated on 09 May 2022"
"Jerry's Cousin","tt0043685","7","Rated on 08 May 2022"
"Chip an' Dale","tt0039263","7","Rated on 08 May 2022"
"The Conquest of Everest","tt0045646","7","Rated on 08 May 2022"
"The Yankee Doodle Mouse","tt0036547","7","Rated on 08 May 2022"
"She","tt0026983","6","Rated on 08 May 2022"
"Yellowstone","tt4236770","8","Rated on 08 May 2022"
"That Hamilton Woman","tt0034272","6","Rated on 08 May 2022"
"Roadrunner: A Film About Anthony Bourdain","tt14512538","8","Rated on 08 May 2022"
"Castle in the Sky","tt0092067","7","Rated on 05 May 2022"
"Star Wars","tt0076759","7","Rated on 05 May 2022"
"Spring Awakening: Those You've Known","tt19393916","8","Rated on 04 May 2022"
"Heartstopper","tt10638036","9","Rated on 02 May 2022"
"The Gilded Age","tt4406178","6","Rated on 02 May 2022"
"Younger","tt3288518","6","Rated on 02 May 2022"
"Inventing Anna","tt8740976","6","Rated on 02 May 2022"
"Pam & Tommy","tt13659418","7","Rated on 02 May 2022"
"Minx","tt11947418","8","Rated on 02 May 2022"
"Our Flag Means Death","tt11000902","7","Rated on 02 May 2022"
"The War of the Worlds","tt0046534","7","Rated on 02 May 2022"
"Army of Darkness","tt0106308","5","Rated on 01 May 2022"
"Grave of the Fireflies","tt0095327","7","Rated on 30 Apr 2022"
"A Patch of Blue","tt0059573","8","Rated on 30 Apr 2022"
"Godzilla","tt0047034","8","Rated on 30 Apr 2022"
"Total Recall","tt0100802","7","Rated on 30 Apr 2022"
"Camille","tt0012027","5","Rated on 30 Apr 2022"
"Perfect Blue","tt0156887","8","Rated on 24 Apr 2022"
"Alien","tt0078748","10","Rated on 24 Apr 2022"
"The Unbearable Weight of Massive Talent","tt11291274","7","Rated on 23 Apr 2022"
"The Northman","tt11138512","2","Rated on 22 Apr 2022"
"The Judge","tt1872194","6","Rated on 21 Apr 2022"
"L.A. Confidential","tt0119488","8","Rated on 21 Apr 2022"
"The Salesman","tt5186714","8","Rated on 20 Apr 2022"
"My Best Friend's Girl","tt1046163","2","Rated on 18 Apr 2022"
"Sonic the Hedgehog 2","tt12412888","6","Rated on 08 Apr 2022"
"The Treasure of the Sierra Madre","tt0040897","7","Rated on 06 Apr 2022"
"The Last Detail","tt0070290","6","Rated on 05 Apr 2022"
"The Seventh Seal","tt0050976","7","Rated on 05 Apr 2022"
"The Public Enemy","tt0022286","7","Rated on 05 Apr 2022"
"Elevator to the Gallows","tt0051378","8","Rated on 05 Apr 2022"
"The Little Foxes","tt0033836","9","Rated on 04 Apr 2022"
"My Man Godfrey","tt0028010","8","Rated on 04 Apr 2022"
"Seven Brides for Seven Brothers","tt0047472","6","Rated on 03 Apr 2022"
"Sabotage","tt0028212","7","Rated on 03 Apr 2022"
"The Naked Kiss","tt0058390","8","Rated on 03 Apr 2022"
"The Bubble","tt13610562","3","Rated on 03 Apr 2022"
"Inherent Vice","tt1791528","5","Rated on 03 Apr 2022"
"You Won't Be Alone","tt8296030","7","Rated on 03 Apr 2022"
"Everything Everywhere All at Once","tt6710474","8","Rated on 31 Mar 2022"
"Stagecoach","tt0031971","7","Rated on 29 Mar 2022"
"Anything Goes","tt16727778","8","Rated on 29 Mar 2022"
"Save Ralph","tt14220316","9","Rated on 27 Mar 2022"
"Swing High","tt0152771","7","Rated on 27 Mar 2022"
"Love and Monsters","tt2222042","5","Rated on 27 Mar 2022"
"The Artist","tt1655442","9","Rated on 27 Mar 2022"
"A River Runs Through It","tt0105265","6","Rated on 27 Mar 2022"
"Drive My Car","tt14039582","9","Rated on 26 Mar 2022"
"The Master","tt1560747","7","Rated on 26 Mar 2022"
"The Best Years of Our Lives","tt0036868","9","Rated on 26 Mar 2022"
"Writing with Fire","tt13630174","6","Rated on 26 Mar 2022"
"The Lost City","tt13320622","5","Rated on 24 Mar 2022"
"Company","tt1942831","7","Rated on 20 Mar 2022"
"Good Madam","tt13622884","7","Rated on 20 Mar 2022"
"The Outfit","tt14114802","7","Rated on 19 Mar 2022"
"Neptune Frost","tt11873472","7","Rated on 19 Mar 2022"
"The Adam Project","tt2463208","6","Rated on 17 Mar 2022"
"Doctor Zhivago","tt0059113","7","Rated on 15 Mar 2022"
"Jezebel","tt0030287","8","Rated on 15 Mar 2022"
"Sunday Bloody Sunday","tt0067805","6","Rated on 14 Mar 2022"
"End Game","tt7879350","6","Rated on 14 Mar 2022"
"Penny Serenade","tt0034012","6","Rated on 14 Mar 2022"
"Kiss of the Spider Woman","tt0089424","7","Rated on 14 Mar 2022"
"Life of Brian","tt0079470","7","Rated on 13 Mar 2022"
"Monty Python and the Holy Grail","tt0071853","8","Rated on 13 Mar 2022"
"Tom Jones","tt0057590","5","Rated on 12 Mar 2022"
"The Untouchables","tt0094226","7","Rated on 12 Mar 2022"
"A Love Song for Latasha","tt8993180","6","Rated on 12 Mar 2022"
"Witness","tt0090329","7","Rated on 12 Mar 2022"
"Attica","tt12482898","7","Rated on 11 Mar 2022"
"The Conversation","tt0071360","8","Rated on 10 Mar 2022"
"Zalava","tt13617580","7","Rated on 09 Mar 2022"
"Sexy Beast","tt0203119","7","Rated on 07 Mar 2022"
"The Purple Rose of Cairo","tt0089853","7","Rated on 06 Mar 2022"
"The Good, the Bad and the Ugly","tt0060196","9","Rated on 06 Mar 2022"
"Designing Woman","tt0050306","6","Rated on 06 Mar 2022"
"The Omen","tt0075005","8","Rated on 05 Mar 2022"
"Redemption of a Rogue","tt12542008","6","Rated on 04 Mar 2022"
"The Batman","tt1877830","8","Rated on 03 Mar 2022"
"The Debt","tt1226753","7","Rated on 02 Mar 2022"
"Extremis","tt5538078","7","Rated on 01 Mar 2022"
"Lunana: A Yak in the Classroom","tt10189300","7","Rated on 01 Mar 2022"
"Ala kachuu","tt7914938","7","Rated on 01 Mar 2022"
"The Long Goodbye","tt11924384","8","Rated on 01 Mar 2022"
"The Dress","tt12299764","8","Rated on 01 Mar 2022"
"On My Mind","tt15289736","6","Rated on 01 Mar 2022"
"Please Hold","tt11383280","6","Rated on 01 Mar 2022"
"Day & Night","tt1620446","6","Rated on 28 Feb 2022"
"The Night","tt8102806","3","Rated on 28 Feb 2022"
"Burn-E","tt1334585","7","Rated on 28 Feb 2022"
"In a Heartbeat","tt6969946","9","Rated on 28 Feb 2022"
"Geri's Game","tt0131409","9","Rated on 28 Feb 2022"
"Paperman","tt2388725","8","Rated on 28 Feb 2022"
"The Queen of Basketball","tt14513236","9","Rated on 27 Feb 2022"
"Lead Me Home","tt15339848","5","Rated on 27 Feb 2022"
"Three Songs for Benazir","tt14608922","7","Rated on 27 Feb 2022"
"When We Were Bullies","tt13796488","4","Rated on 27 Feb 2022"
"Audible","tt12771540","9","Rated on 27 Feb 2022"
"O místo na slunci","tt0054186","4","Rated on 27 Feb 2022"
"The Creation of Woman","tt0053737","5","Rated on 27 Feb 2022"
"Glass","tt0052852","7","Rated on 27 Feb 2022"
"Neighbours","tt0044958","10","Rated on 27 Feb 2022"
"One Who Came Back","tt0043883","8","Rated on 27 Feb 2022"
"There Will Be Blood","tt0469494","9","Rated on 27 Feb 2022"
"The Postman Always Rings Twice","tt0038854","7","Rated on 26 Feb 2022"
"Luca","tt12801262","8","Rated on 26 Feb 2022"
"Ascension","tt14505430","8","Rated on 26 Feb 2022"
"The Windshield Wiper","tt9464038","7","Rated on 26 Feb 2022"
"Robin Robin","tt11332850","7","Rated on 26 Feb 2022"
"Boxballet","tt14825972","5","Rated on 26 Feb 2022"
"Beast","tt14825950","8","Rated on 26 Feb 2022"
"Affairs of the Art","tt14293560","6","Rated on 26 Feb 2022"
"The Hand of God","tt12680684","8","Rated on 25 Feb 2022"
"Le Samouraï","tt0062229","9","Rated on 24 Feb 2022"
"Let's Pollute","tt1470652","4","Rated on 24 Feb 2022"
"Gagarin","tt0113138","4","Rated on 24 Feb 2022"
"Technological Threat","tt0096238","5","Rated on 24 Feb 2022"
"Adventures in Perception","tt0066748","4","Rated on 24 Feb 2022"
"Here's Nudnik","tt0058416","5","Rated on 24 Feb 2022"
"The Hole","tt0056075","7","Rated on 24 Feb 2022"
"The Story of Time","tt0044077","8","Rated on 24 Feb 2022"
"Robin Hoodlum","tt0040741","4","Rated on 24 Feb 2022"
"Donald's Crime","tt0037657","7","Rated on 24 Feb 2022"
"Winning Your Wings","tt0035565","6","Rated on 24 Feb 2022"
"The Gay Parisian","tt0033651","5","Rated on 24 Feb 2022"
"Prophet Without Honor","tt0031827","4","Rated on 24 Feb 2022"
"The Little Match Girl","tt0029151","9","Rated on 24 Feb 2022"
"Bored of Education","tt0027385","5","Rated on 24 Feb 2022"
"Who Killed Cock Robin?","tt0027212","6","Rated on 24 Feb 2022"
"It's Got Me Again!","tt0023067","5","Rated on 24 Feb 2022"
"The Fantastic Flying Books of Mr. Morris Lessmore","tt1778342","7","Rated on 24 Feb 2022"
"The Present","tt11474480","7","Rated on 23 Feb 2022"
"The Wrong Trousers","tt0108598","9","Rated on 23 Feb 2022"
"Mutiny on the Bounty","tt0026752","7","Rated on 23 Feb 2022"
"Suicide Squad","tt1386697","4","Rated on 23 Feb 2022"
"The Last Picture Show","tt0067328","8","Rated on 23 Feb 2022"
"Cyrano","tt12889404","5","Rated on 23 Feb 2022"
"Swordfish","tt0244244","6","Rated on 22 Feb 2022"
"The Taking of Pelham 123","tt1111422","5","Rated on 22 Feb 2022"
"End of Watch","tt1855199","6","Rated on 22 Feb 2022"
"One Man Band","tt0479113","7","Rated on 22 Feb 2022"
"Chess of the Wind","tt0318069","7","Rated on 22 Feb 2022"
"Quo Vadis, Aida?","tt8633462","10","Rated on 22 Feb 2022"
"Lady Sings the Blues","tt0068828","7","Rated on 21 Feb 2022"
"You Only Live Once","tt0029808","8","Rated on 21 Feb 2022"
"Primary","tt0054205","7","Rated on 21 Feb 2022"
"Fanny and Alexander","tt0083922","10","Rated on 21 Feb 2022"
"Wings","tt0018578","8","Rated on 20 Feb 2022"
"The Mitchells vs the Machines","tt7979580","6","Rated on 20 Feb 2022"
"Free Guy","tt6264654","4","Rated on 20 Feb 2022"
"Yes-People","tt12706728","5","Rated on 20 Feb 2022"
"A Concerto Is a Conversation","tt13793326","6","Rated on 20 Feb 2022"
"Do Not Split","tt11512676","8","Rated on 20 Feb 2022"
"Colette","tt11643154","6","Rated on 20 Feb 2022"
"Another Round","tt10288566","8","Rated on 20 Feb 2022"
"Uncharted","tt1464335","2","Rated on 19 Feb 2022"
"The Worst Person in the World","tt10370710","10","Rated on 19 Feb 2022"
"Dog","tt11252248","5","Rated on 16 Feb 2022"
"Namoo","tt13836450","6","Rated on 16 Feb 2022"
"Tin Cup","tt0117918","4","Rated on 16 Feb 2022"
"Blast of Silence","tt0054687","6","Rated on 16 Feb 2022"
"Four Good Days","tt10344522","6","Rated on 16 Feb 2022"
"The Phantom Carriage","tt0012364","10","Rated on 15 Feb 2022"
"Network","tt0074958","9","Rated on 14 Feb 2022"
"To Be or Not to Be","tt0035446","6","Rated on 14 Feb 2022"
"I Want You Back","tt6462958","6","Rated on 12 Feb 2022"
"Death on the Nile","tt7657566","5","Rated on 12 Feb 2022"
"The Beatles: Get Back - The Rooftop Concert","tt16899584","9","Rated on 12 Feb 2022"
"Marry Me","tt10223460","7","Rated on 11 Feb 2022"
"Underworld","tt0018526","6","Rated on 10 Feb 2022"
"The Father","tt10272386","9","Rated on 09 Feb 2022"
"Dark Passage","tt0039302","8","Rated on 08 Feb 2022"
"Judas and the Black Messiah","tt9784798","7","Rated on 08 Feb 2022"
"Twin Peaks","tt0098936","7","Rated on 07 Feb 2022"
"Can You Keep a Secret?","tt8707922","4","Rated on 07 Feb 2022"
"7th Heaven","tt0018379","9","Rated on 07 Feb 2022"
"Bring Your Own Brigade","tt13646976","9","Rated on 07 Feb 2022"
"In the Heat of the Night","tt0061811","8","Rated on 07 Feb 2022"
"Book of Love","tt14014068","4","Rated on 06 Feb 2022"
"Thank God It's Friday","tt0078382","4","Rated on 06 Feb 2022"
"Topkapi","tt0058672","6","Rated on 06 Feb 2022"
"White Eye","tt10538710","8","Rated on 06 Feb 2022"
"Peter and The Wolf","tt0863136","6","Rated on 06 Feb 2022"
"Hank Aaron: Chasing the Dream","tt0113254","7","Rated on 05 Feb 2022"
"Reacher","tt9288030","7","Rated on 05 Feb 2022"
"The Fly","tt0091064","7","Rated on 05 Feb 2022"
"Hotel Chevalier","tt1094249","6","Rated on 04 Feb 2022"
"Christopher Robin","tt4575576","6","Rated on 04 Feb 2022"
"The Peanuts Movie","tt2452042","6","Rated on 04 Feb 2022"
"Hard Eight","tt0119256","6","Rated on 04 Feb 2022"
"American Night","tt5344054","4","Rated on 03 Feb 2022"
"The Killing","tt0049406","8","Rated on 03 Feb 2022"
"Mulan","tt4566758","5","Rated on 03 Feb 2022"
"Dodsworth","tt0027532","7","Rated on 03 Feb 2022"
"Meet John Doe","tt0033891","6","Rated on 03 Feb 2022"
"Watership Down","tt0078480","7","Rated on 02 Feb 2022"
"The Dark Crystal","tt0083791","6","Rated on 02 Feb 2022"
"Stutterer","tt4817576","9","Rated on 01 Feb 2022"
"All Too Well: The Short Film","tt9603082","5","Rated on 01 Feb 2022"
"Two Distant Strangers","tt13472984","8","Rated on 01 Feb 2022"
"If Anything Happens I Love You","tt11768948","8","Rated on 01 Feb 2022"
"The Rescue","tt9098872","9","Rated on 01 Feb 2022"
"Lilies of the Field","tt0057251","6","Rated on 01 Feb 2022"
"Paper Moon","tt0070510","9","Rated on 01 Feb 2022"
"Hive","tt13648212","7","Rated on 31 Jan 2022"
"Newsies","tt0104990","5","Rated on 30 Jan 2022"
"C'mon C'mon","tt10986222","9","Rated on 29 Jan 2022"
"When Harry Met Sally...","tt0098635","6","Rated on 29 Jan 2022"
"Fear and Loathing in Las Vegas","tt0120669","6","Rated on 29 Jan 2022"
"The Exterminating Angel","tt0056732","8","Rated on 29 Jan 2022"
"Control","tt0421082","6","Rated on 27 Jan 2022"
"Encanto","tt2953050","7","Rated on 26 Jan 2022"
"The Wages of Fear","tt0046268","8","Rated on 25 Jan 2022"
"The Lady Vanishes","tt0030341","6","Rated on 25 Jan 2022"
"Grand Hotel","tt0022958","7","Rated on 24 Jan 2022"
"Parallel Mothers","tt12618926","9","Rated on 24 Jan 2022"
"The Royal Treatment","tt13989030","5","Rated on 22 Jan 2022"
"Scream","tt11245972","6","Rated on 21 Jan 2022"
"The Way We Were","tt0070903","7","Rated on 18 Jan 2022"
"Eighth Grade","tt7014006","8","Rated on 18 Jan 2022"
"Island of Lost Souls","tt0024188","7","Rated on 17 Jan 2022"
"Sid and Nancy","tt0091954","6","Rated on 17 Jan 2022"
"The Spy Who Came in from the Cold","tt0059749","6","Rated on 17 Jan 2022"
"Foreign Correspondent","tt0032484","7","Rated on 16 Jan 2022"
"Gremlins","tt0087363","7","Rated on 16 Jan 2022"
"Gone with the Wind","tt0031381","7","Rated on 16 Jan 2022"
"The Bling Ring","tt2132285","4","Rated on 15 Jan 2022"
"The Defenders","tt4230076","5","Rated on 15 Jan 2022"
"The Suicide Squad","tt6334354","4","Rated on 15 Jan 2022"
"Venom: Let There Be Carnage","tt7097896","4","Rated on 15 Jan 2022"
"Shang-Chi and the Legend of the Ten Rings","tt9376612","7","Rated on 15 Jan 2022"
"The Ref","tt0110955","6","Rated on 14 Jan 2022"
"Beginners","tt1532503","6","Rated on 14 Jan 2022"
"Anatomy of a Murder","tt0052561","9","Rated on 14 Jan 2022"
"Topsy-Turvy","tt0151568","6","Rated on 13 Jan 2022"
"It's a Mad Mad Mad Mad World","tt0057193","5","Rated on 13 Jan 2022"
"Chinatown","tt0071315","8","Rated on 13 Jan 2022"
"Repo Man","tt0087995","6","Rated on 12 Jan 2022"
"Ministry of Fear","tt0037075","7","Rated on 11 Jan 2022"
"Wild Strawberries","tt0050986","8","Rated on 11 Jan 2022"
"Firebird","tt4061620","6","Rated on 11 Jan 2022"
"Band of Outsiders","tt0057869","7","Rated on 10 Jan 2022"
"Criss Cross","tt0041268","6","Rated on 10 Jan 2022"
"The 355","tt8356942","3","Rated on 09 Jan 2022"
"A Hero","tt11777738","7","Rated on 08 Jan 2022"
"Spellbound","tt0038109","6","Rated on 07 Jan 2022"
"Queer Eye","tt7259746","7","Rated on 07 Jan 2022"
"Mixed Nuts","tt0110538","3","Rated on 07 Jan 2022"
"Inside Daisy Clover","tt0059314","7","Rated on 06 Jan 2022"
"Strangers on a Train","tt0044079","8","Rated on 06 Jan 2022"
"Hot Summer Nights","tt3416536","5","Rated on 06 Jan 2022"
"The Christmas Train","tt7370936","4","Rated on 05 Jan 2022"
"Ghostbusters: Afterlife","tt4513678","7","Rated on 05 Jan 2022"
